year,continent,country,city,population,lat,lon
1575,"Asia","India","Agra",200.0,27.1833300,78.0166700
1576,"Asia","India","Agra",212.0,27.1833300,78.0166700
1577,"Asia","India","Agra",224.0,27.1833300,78.0166700
1578,"Asia","India","Agra",236.0,27.1833300,78.0166700
1579,"Asia","India","Agra",248.0,27.1833300,78.0166700
1580,"Asia","India","Agra",260.0,27.1833300,78.0166700
1581,"Asia","India","Agra",272.0,27.1833300,78.0166700
1582,"Asia","India","Agra",284.0,27.1833300,78.0166700
1583,"Asia","India","Agra",296.0,27.1833300,78.0166700
1584,"Asia","India","Agra",308.0,27.1833300,78.0166700
1585,"Asia","India","Agra",320.0,27.1833300,78.0166700
1586,"Asia","India","Agra",332.0,27.1833300,78.0166700
1587,"Asia","India","Agra",344.0,27.1833300,78.0166700
1588,"Asia","India","Agra",356.0,27.1833300,78.0166700
1589,"Asia","India","Agra",368.0,27.1833300,78.0166700
1590,"Asia","India","Agra",380.0,27.1833300,78.0166700
1591,"Asia","India","Agra",392.0,27.1833300,78.0166700
1592,"Asia","India","Agra",404.0,27.1833300,78.0166700
1593,"Asia","India","Agra",416.0,27.1833300,78.0166700
1594,"Asia","India","Agra",428.0,27.1833300,78.0166700
1595,"Asia","India","Agra",440.0,27.1833300,78.0166700
1596,"Asia","India","Agra",452.0,27.1833300,78.0166700
1597,"Asia","India","Agra",464.0,27.1833300,78.0166700
1598,"Asia","India","Agra",476.0,27.1833300,78.0166700
1599,"Asia","India","Agra",488.0,27.1833300,78.0166700
1600,"Asia","India","Agra",500.0,27.1833300,78.0166700
1601,"Asia","India","Agra",500.0,27.1833300,78.0166700
1602,"Asia","India","Agra",500.0,27.1833300,78.0166700
1603,"Asia","India","Agra",500.0,27.1833300,78.0166700
1604,"Asia","India","Agra",500.0,27.1833300,78.0166700
1605,"Asia","India","Agra",500.0,27.1833300,78.0166700
1606,"Asia","India","Agra",500.0,27.1833300,78.0166700
1607,"Asia","India","Agra",500.0,27.1833300,78.0166700
1608,"Asia","India","Agra",500.0,27.1833300,78.0166700
1609,"Asia","India","Agra",500.0,27.1833300,78.0166700
1610,"Asia","India","Agra",500.0,27.1833300,78.0166700
1611,"Asia","India","Agra",496.428571428571,27.1833300,78.0166700
1612,"Asia","India","Agra",492.857142857143,27.1833300,78.0166700
1613,"Asia","India","Agra",489.285714285714,27.1833300,78.0166700
1614,"Asia","India","Agra",485.714285714286,27.1833300,78.0166700
1615,"Asia","India","Agra",482.142857142857,27.1833300,78.0166700
1616,"Asia","India","Agra",478.571428571429,27.1833300,78.0166700
1617,"Asia","India","Agra",475.0,27.1833300,78.0166700
1618,"Asia","India","Agra",471.428571428571,27.1833300,78.0166700
1619,"Asia","India","Agra",467.857142857143,27.1833300,78.0166700
1620,"Asia","India","Agra",464.285714285714,27.1833300,78.0166700
1621,"Asia","India","Agra",460.714285714286,27.1833300,78.0166700
1622,"Asia","India","Agra",457.142857142857,27.1833300,78.0166700
1623,"Asia","India","Agra",453.571428571429,27.1833300,78.0166700
1624,"Asia","India","Agra",450.0,27.1833300,78.0166700
1625,"Asia","India","Agra",446.428571428571,27.1833300,78.0166700
1626,"Asia","India","Agra",442.857142857143,27.1833300,78.0166700
1627,"Asia","India","Agra",439.285714285714,27.1833300,78.0166700
1628,"Asia","India","Agra",435.714285714286,27.1833300,78.0166700
1629,"Asia","India","Agra",432.142857142857,27.1833300,78.0166700
1630,"Asia","India","Agra",428.571428571429,27.1833300,78.0166700
1631,"Asia","India","Agra",425.0,27.1833300,78.0166700
1632,"Asia","India","Agra",421.428571428571,27.1833300,78.0166700
1633,"Asia","India","Agra",417.857142857143,27.1833300,78.0166700
1634,"Asia","India","Agra",414.285714285714,27.1833300,78.0166700
1635,"Asia","India","Agra",410.714285714286,27.1833300,78.0166700
1636,"Asia","India","Agra",407.142857142857,27.1833300,78.0166700
1637,"Asia","India","Agra",403.571428571429,27.1833300,78.0166700
1638,"Asia","India","Agra",400.0,27.1833300,78.0166700
1639,"Asia","India","Agra",376.666666666667,27.1833300,78.0166700
1640,"Asia","India","Agra",353.333333333333,27.1833300,78.0166700
1641,"Asia","India","Agra",330.0,27.1833300,78.0166700
1642,"Asia","India","Agra",306.666666666667,27.1833300,78.0166700
1643,"Asia","India","Agra",283.333333333333,27.1833300,78.0166700
1573,"Asia","India","Ahmedabad",163.0,23.0395680,72.5660040
1574,"Asia","India","Ahmedabad",164.0,23.0395680,72.5660040
1579,"Asia","India","Ahmedabad",171.666666666667,23.0395680,72.5660040
1580,"Asia","India","Ahmedabad",173.333333333333,23.0395680,72.5660040
1581,"Asia","India","Ahmedabad",175.0,23.0395680,72.5660040
1582,"Asia","India","Ahmedabad",176.666666666667,23.0395680,72.5660040
1583,"Asia","India","Ahmedabad",178.333333333333,23.0395680,72.5660040
1584,"Asia","India","Ahmedabad",180.0,23.0395680,72.5660040
1585,"Asia","India","Ahmedabad",180.0,23.0395680,72.5660040
1586,"Asia","India","Ahmedabad",180.0,23.0395680,72.5660040
1587,"Asia","India","Ahmedabad",180.0,23.0395680,72.5660040
1588,"Asia","India","Ahmedabad",180.0,23.0395680,72.5660040
1589,"Asia","India","Ahmedabad",180.0,23.0395680,72.5660040
1590,"Asia","India","Ahmedabad",180.0,23.0395680,72.5660040
1591,"Asia","India","Ahmedabad",180.0,23.0395680,72.5660040
1592,"Asia","India","Ahmedabad",180.0,23.0395680,72.5660040
1593,"Asia","India","Ahmedabad",180.0,23.0395680,72.5660040
1594,"Asia","India","Ahmedabad",180.0,23.0395680,72.5660040
1595,"Asia","India","Ahmedabad",180.0,23.0395680,72.5660040
1596,"Asia","India","Ahmedabad",180.0,23.0395680,72.5660040
1597,"Asia","India","Ahmedabad",182.5,23.0395680,72.5660040
1598,"Asia","India","Ahmedabad",185.0,23.0395680,72.5660040
1599,"Asia","India","Ahmedabad",187.5,23.0395680,72.5660040
1600,"Asia","India","Ahmedabad",190.0,23.0395680,72.5660040
1601,"Asia","India","Ahmedabad",192.0,23.0395680,72.5660040
1602,"Asia","India","Ahmedabad",194.0,23.0395680,72.5660040
1603,"Asia","India","Ahmedabad",196.0,23.0395680,72.5660040
1604,"Asia","India","Ahmedabad",198.0,23.0395680,72.5660040
1605,"Asia","India","Ahmedabad",200.0,23.0395680,72.5660040
1606,"Asia","India","Ahmedabad",202.0,23.0395680,72.5660040
1607,"Asia","India","Ahmedabad",204.0,23.0395680,72.5660040
1608,"Asia","India","Ahmedabad",206.0,23.0395680,72.5660040
1609,"Asia","India","Ahmedabad",208.0,23.0395680,72.5660040
1610,"Asia","India","Ahmedabad",210.0,23.0395680,72.5660040
1611,"Asia","India","Ahmedabad",212.0,23.0395680,72.5660040
1612,"Asia","India","Ahmedabad",214.0,23.0395680,72.5660040
1613,"Asia","India","Ahmedabad",216.0,23.0395680,72.5660040
1614,"Asia","India","Ahmedabad",218.0,23.0395680,72.5660040
1615,"Asia","India","Ahmedabad",220.0,23.0395680,72.5660040
1616,"Asia","India","Ahmedabad",222.0,23.0395680,72.5660040
1617,"Asia","India","Ahmedabad",224.0,23.0395680,72.5660040
1629,"Asia","India","Ahmedabad",248.0,23.0395680,72.5660040
1630,"Asia","India","Ahmedabad",250.0,23.0395680,72.5660040
1631,"Asia","India","Ahmedabad",252.0,23.0395680,72.5660040
1632,"Asia","India","Ahmedabad",254.0,23.0395680,72.5660040
1633,"Asia","India","Ahmedabad",256.0,23.0395680,72.5660040
1634,"Asia","India","Ahmedabad",258.0,23.0395680,72.5660040
1635,"Asia","India","Ahmedabad",260.0,23.0395680,72.5660040
1636,"Asia","India","Ahmedabad",262.0,23.0395680,72.5660040
1637,"Asia","India","Ahmedabad",264.0,23.0395680,72.5660040
1638,"Asia","India","Ahmedabad",266.0,23.0395680,72.5660040
1639,"Asia","India","Ahmedabad",266.75,23.0395680,72.5660040
1640,"Asia","India","Ahmedabad",267.5,23.0395680,72.5660040
1641,"Asia","India","Ahmedabad",268.25,23.0395680,72.5660040
1642,"Asia","India","Ahmedabad",269.0,23.0395680,72.5660040
1643,"Asia","India","Ahmedabad",269.75,23.0395680,72.5660040
1644,"Asia","India","Ahmedabad",270.5,23.0395680,72.5660040
1645,"Asia","India","Ahmedabad",271.25,23.0395680,72.5660040
1646,"Asia","India","Ahmedabad",272.0,23.0395680,72.5660040
1647,"Asia","India","Ahmedabad",272.75,23.0395680,72.5660040
1648,"Asia","India","Ahmedabad",273.5,23.0395680,72.5660040
1649,"Asia","India","Ahmedabad",274.25,23.0395680,72.5660040
1650,"Asia","India","Ahmedabad",275.0,23.0395680,72.5660040
1651,"Asia","India","Ahmedabad",277.2,23.0395680,72.5660040
1652,"Asia","India","Ahmedabad",279.4,23.0395680,72.5660040
1653,"Asia","India","Ahmedabad",281.6,23.0395680,72.5660040
1654,"Asia","India","Ahmedabad",283.8,23.0395680,72.5660040
1655,"Asia","India","Ahmedabad",286.0,23.0395680,72.5660040
1656,"Asia","India","Ahmedabad",288.2,23.0395680,72.5660040
1657,"Asia","India","Ahmedabad",290.4,23.0395680,72.5660040
1658,"Asia","India","Ahmedabad",292.6,23.0395680,72.5660040
1659,"Asia","India","Ahmedabad",294.8,23.0395680,72.5660040
1660,"Asia","India","Ahmedabad",297.0,23.0395680,72.5660040
1661,"Asia","India","Ahmedabad",299.2,23.0395680,72.5660040
1662,"Asia","India","Ahmedabad",301.4,23.0395680,72.5660040
1663,"Asia","India","Ahmedabad",303.6,23.0395680,72.5660040
1664,"Asia","India","Ahmedabad",305.8,23.0395680,72.5660040
1665,"Asia","India","Ahmedabad",308.0,23.0395680,72.5660040
1666,"Asia","India","Ahmedabad",310.2,23.0395680,72.5660040
1667,"Asia","India","Ahmedabad",312.4,23.0395680,72.5660040
1668,"Asia","India","Ahmedabad",314.6,23.0395680,72.5660040
1669,"Asia","India","Ahmedabad",316.8,23.0395680,72.5660040
1670,"Asia","India","Ahmedabad",319.0,23.0395680,72.5660040
1671,"Asia","India","Ahmedabad",321.2,23.0395680,72.5660040
1672,"Asia","India","Ahmedabad",323.4,23.0395680,72.5660040
1673,"Asia","India","Ahmedabad",325.6,23.0395680,72.5660040
1674,"Asia","India","Ahmedabad",327.8,23.0395680,72.5660040
1675,"Asia","India","Ahmedabad",330.0,23.0395680,72.5660040
1676,"Asia","India","Ahmedabad",332.2,23.0395680,72.5660040
1677,"Asia","India","Ahmedabad",334.4,23.0395680,72.5660040
1678,"Asia","India","Ahmedabad",336.6,23.0395680,72.5660040
1679,"Asia","India","Ahmedabad",338.8,23.0395680,72.5660040
1680,"Asia","India","Ahmedabad",341.0,23.0395680,72.5660040
1681,"Asia","India","Ahmedabad",343.2,23.0395680,72.5660040
1682,"Asia","India","Ahmedabad",345.4,23.0395680,72.5660040
1683,"Asia","India","Ahmedabad",347.6,23.0395680,72.5660040
1684,"Asia","India","Ahmedabad",349.8,23.0395680,72.5660040
1685,"Asia","India","Ahmedabad",352.0,23.0395680,72.5660040
1686,"Asia","India","Ahmedabad",354.2,23.0395680,72.5660040
1687,"Asia","India","Ahmedabad",356.4,23.0395680,72.5660040
1688,"Asia","India","Ahmedabad",358.6,23.0395680,72.5660040
1689,"Asia","India","Ahmedabad",360.8,23.0395680,72.5660040
1690,"Asia","India","Ahmedabad",363.0,23.0395680,72.5660040
1691,"Asia","India","Ahmedabad",365.2,23.0395680,72.5660040
1692,"Asia","India","Ahmedabad",367.4,23.0395680,72.5660040
1693,"Asia","India","Ahmedabad",369.6,23.0395680,72.5660040
1694,"Asia","India","Ahmedabad",371.8,23.0395680,72.5660040
1695,"Asia","India","Ahmedabad",374.0,23.0395680,72.5660040
1696,"Asia","India","Ahmedabad",376.2,23.0395680,72.5660040
1697,"Asia","India","Ahmedabad",378.4,23.0395680,72.5660040
1698,"Asia","India","Ahmedabad",380.6,23.0395680,72.5660040
1699,"Asia","India","Ahmedabad",382.8,23.0395680,72.5660040
1700,"Asia","India","Ahmedabad",385.0,23.0395680,72.5660040
1701,"Asia","India","Ahmedabad",379.32,23.0395680,72.5660040
1702,"Asia","India","Ahmedabad",373.64,23.0395680,72.5660040
1703,"Asia","India","Ahmedabad",367.96,23.0395680,72.5660040
1704,"Asia","India","Ahmedabad",362.28,23.0395680,72.5660040
1705,"Asia","India","Ahmedabad",356.6,23.0395680,72.5660040
1706,"Asia","India","Ahmedabad",350.92,23.0395680,72.5660040
1707,"Asia","India","Ahmedabad",345.24,23.0395680,72.5660040
1708,"Asia","India","Ahmedabad",339.56,23.0395680,72.5660040
1709,"Asia","India","Ahmedabad",333.88,23.0395680,72.5660040
1710,"Asia","India","Ahmedabad",328.2,23.0395680,72.5660040
1711,"Asia","India","Ahmedabad",322.52,23.0395680,72.5660040
1712,"Asia","India","Ahmedabad",316.84,23.0395680,72.5660040
1713,"Asia","India","Ahmedabad",311.16,23.0395680,72.5660040
1714,"Asia","India","Ahmedabad",305.48,23.0395680,72.5660040
1715,"Asia","India","Ahmedabad",299.8,23.0395680,72.5660040
1716,"Asia","India","Ahmedabad",294.12,23.0395680,72.5660040
1717,"Asia","India","Ahmedabad",288.44,23.0395680,72.5660040
1718,"Asia","India","Ahmedabad",282.76,23.0395680,72.5660040
1719,"Asia","India","Ahmedabad",277.08,23.0395680,72.5660040
1720,"Asia","India","Ahmedabad",271.4,23.0395680,72.5660040
1721,"Asia","India","Ahmedabad",265.72,23.0395680,72.5660040
1722,"Asia","India","Ahmedabad",260.04,23.0395680,72.5660040
1723,"Asia","India","Ahmedabad",254.36,23.0395680,72.5660040
1724,"Asia","India","Ahmedabad",248.68,23.0395680,72.5660040
1725,"Asia","India","Ahmedabad",243.0,23.0395680,72.5660040
1726,"Asia","India","Ahmedabad",237.32,23.0395680,72.5660040
1727,"Asia","India","Ahmedabad",231.64,23.0395680,72.5660040
1728,"Asia","India","Ahmedabad",225.96,23.0395680,72.5660040
1729,"Asia","India","Ahmedabad",220.28,23.0395680,72.5660040
1684,"Europe","Netherlands","Amsterdam",203.666666666667,52.3740300,4.8896900
1685,"Europe","Netherlands","Amsterdam",212.0,52.3740300,4.8896900
1686,"Europe","Netherlands","Amsterdam",211.866666666667,52.3740300,4.8896900
1687,"Europe","Netherlands","Amsterdam",211.733333333333,52.3740300,4.8896900
1688,"Europe","Netherlands","Amsterdam",211.6,52.3740300,4.8896900
1689,"Europe","Netherlands","Amsterdam",211.466666666667,52.3740300,4.8896900
1690,"Europe","Netherlands","Amsterdam",211.333333333333,52.3740300,4.8896900
1691,"Europe","Netherlands","Amsterdam",211.2,52.3740300,4.8896900
1692,"Europe","Netherlands","Amsterdam",211.066666666667,52.3740300,4.8896900
1693,"Europe","Netherlands","Amsterdam",210.933333333333,52.3740300,4.8896900
1694,"Europe","Netherlands","Amsterdam",210.8,52.3740300,4.8896900
1695,"Europe","Netherlands","Amsterdam",210.666666666667,52.3740300,4.8896900
1730,"Europe","Netherlands","Amsterdam",215.4,52.3740300,4.8896900
1731,"Europe","Netherlands","Amsterdam",215.58,52.3740300,4.8896900
1732,"Europe","Netherlands","Amsterdam",215.76,52.3740300,4.8896900
1733,"Europe","Netherlands","Amsterdam",215.94,52.3740300,4.8896900
1734,"Europe","Netherlands","Amsterdam",216.12,52.3740300,4.8896900
1735,"Europe","Netherlands","Amsterdam",216.3,52.3740300,4.8896900
1736,"Europe","Netherlands","Amsterdam",216.48,52.3740300,4.8896900
1737,"Europe","Netherlands","Amsterdam",216.66,52.3740300,4.8896900
1738,"Europe","Netherlands","Amsterdam",216.84,52.3740300,4.8896900
1739,"Europe","Netherlands","Amsterdam",217.02,52.3740300,4.8896900
1740,"Europe","Netherlands","Amsterdam",217.2,52.3740300,4.8896900
1741,"Europe","Netherlands","Amsterdam",217.38,52.3740300,4.8896900
1742,"Europe","Netherlands","Amsterdam",217.56,52.3740300,4.8896900
1743,"Europe","Netherlands","Amsterdam",217.74,52.3740300,4.8896900
1744,"Europe","Netherlands","Amsterdam",217.92,52.3740300,4.8896900
1745,"Europe","Netherlands","Amsterdam",218.1,52.3740300,4.8896900
1746,"Europe","Netherlands","Amsterdam",218.28,52.3740300,4.8896900
1747,"Europe","Netherlands","Amsterdam",218.46,52.3740300,4.8896900
1748,"Europe","Netherlands","Amsterdam",218.64,52.3740300,4.8896900
1749,"Europe","Netherlands","Amsterdam",218.82,52.3740300,4.8896900
1750,"Europe","Netherlands","Amsterdam",219.0,52.3740300,4.8896900
1751,"Europe","Netherlands","Amsterdam",218.956088888889,52.3740300,4.8896900
1752,"Europe","Netherlands","Amsterdam",218.912177777778,52.3740300,4.8896900
1753,"Europe","Netherlands","Amsterdam",218.868266666667,52.3740300,4.8896900
1754,"Europe","Netherlands","Amsterdam",218.824355555556,52.3740300,4.8896900
1755,"Europe","Netherlands","Amsterdam",218.780444444444,52.3740300,4.8896900
1756,"Europe","Netherlands","Amsterdam",218.736533333333,52.3740300,4.8896900
1757,"Europe","Netherlands","Amsterdam",218.692622222222,52.3740300,4.8896900
1758,"Europe","Netherlands","Amsterdam",218.648711111111,52.3740300,4.8896900
1759,"Europe","Netherlands","Amsterdam",218.6048,52.3740300,4.8896900
1760,"Europe","Netherlands","Amsterdam",218.560888888889,52.3740300,4.8896900
1761,"Europe","Netherlands","Amsterdam",218.516977777778,52.3740300,4.8896900
1762,"Europe","Netherlands","Amsterdam",218.473066666667,52.3740300,4.8896900
1763,"Europe","Netherlands","Amsterdam",218.429155555556,52.3740300,4.8896900
1764,"Europe","Netherlands","Amsterdam",218.385244444444,52.3740300,4.8896900
1765,"Europe","Netherlands","Amsterdam",218.341333333333,52.3740300,4.8896900
1766,"Europe","Netherlands","Amsterdam",218.297422222222,52.3740300,4.8896900
1767,"Europe","Netherlands","Amsterdam",218.253511111111,52.3740300,4.8896900
1768,"Europe","Netherlands","Amsterdam",218.2096,52.3740300,4.8896900
1769,"Europe","Netherlands","Amsterdam",218.165688888889,52.3740300,4.8896900
1770,"Europe","Netherlands","Amsterdam",218.121777777778,52.3740300,4.8896900
1771,"Europe","Netherlands","Amsterdam",218.077866666667,52.3740300,4.8896900
1772,"Europe","Netherlands","Amsterdam",218.033955555556,52.3740300,4.8896900
1773,"Europe","Netherlands","Amsterdam",217.990044444444,52.3740300,4.8896900
1774,"Europe","Netherlands","Amsterdam",217.946133333333,52.3740300,4.8896900
1775,"Europe","Netherlands","Amsterdam",217.902222222222,52.3740300,4.8896900
1776,"Europe","Netherlands","Amsterdam",217.858311111111,52.3740300,4.8896900
1777,"Europe","Netherlands","Amsterdam",217.8144,52.3740300,4.8896900
1778,"Europe","Netherlands","Amsterdam",217.770488888889,52.3740300,4.8896900
1779,"Europe","Netherlands","Amsterdam",217.726577777778,52.3740300,4.8896900
1780,"Europe","Netherlands","Amsterdam",217.682666666667,52.3740300,4.8896900
1781,"Europe","Netherlands","Amsterdam",217.638755555556,52.3740300,4.8896900
1550,"Asia","Thailand","Ayutthaya",150.0,14.3500000,100.5500000
1500,"Asia","China","Beijing",672.0,39.9075000,116.3972300
1501,"Asia","China","Beijing",672.36,39.9075000,116.3972300
1502,"Asia","China","Beijing",672.72,39.9075000,116.3972300
1503,"Asia","China","Beijing",673.08,39.9075000,116.3972300
1504,"Asia","China","Beijing",673.44,39.9075000,116.3972300
1505,"Asia","China","Beijing",673.8,39.9075000,116.3972300
1506,"Asia","China","Beijing",674.16,39.9075000,116.3972300
1507,"Asia","China","Beijing",674.52,39.9075000,116.3972300
1508,"Asia","China","Beijing",674.88,39.9075000,116.3972300
1509,"Asia","China","Beijing",675.24,39.9075000,116.3972300
1510,"Asia","China","Beijing",675.6,39.9075000,116.3972300
1511,"Asia","China","Beijing",675.96,39.9075000,116.3972300
1512,"Asia","China","Beijing",676.32,39.9075000,116.3972300
1513,"Asia","China","Beijing",676.68,39.9075000,116.3972300
1514,"Asia","China","Beijing",677.04,39.9075000,116.3972300
1515,"Asia","China","Beijing",677.4,39.9075000,116.3972300
1516,"Asia","China","Beijing",677.76,39.9075000,116.3972300
1517,"Asia","China","Beijing",678.12,39.9075000,116.3972300
1518,"Asia","China","Beijing",678.48,39.9075000,116.3972300
1519,"Asia","China","Beijing",678.84,39.9075000,116.3972300
1520,"Asia","China","Beijing",679.2,39.9075000,116.3972300
1521,"Asia","China","Beijing",679.56,39.9075000,116.3972300
1522,"Asia","China","Beijing",679.92,39.9075000,116.3972300
1523,"Asia","China","Beijing",680.28,39.9075000,116.3972300
1524,"Asia","China","Beijing",680.64,39.9075000,116.3972300
1525,"Asia","China","Beijing",681.0,39.9075000,116.3972300
1526,"Asia","China","Beijing",681.36,39.9075000,116.3972300
1527,"Asia","China","Beijing",681.72,39.9075000,116.3972300
1528,"Asia","China","Beijing",682.08,39.9075000,116.3972300
1529,"Asia","China","Beijing",682.44,39.9075000,116.3972300
1530,"Asia","China","Beijing",682.8,39.9075000,116.3972300
1531,"Asia","China","Beijing",683.16,39.9075000,116.3972300
1532,"Asia","China","Beijing",683.52,39.9075000,116.3972300
1533,"Asia","China","Beijing",683.88,39.9075000,116.3972300
1534,"Asia","China","Beijing",684.24,39.9075000,116.3972300
1535,"Asia","China","Beijing",684.6,39.9075000,116.3972300
1536,"Asia","China","Beijing",684.96,39.9075000,116.3972300
1537,"Asia","China","Beijing",685.32,39.9075000,116.3972300
1538,"Asia","China","Beijing",685.68,39.9075000,116.3972300
1539,"Asia","China","Beijing",686.04,39.9075000,116.3972300
1540,"Asia","China","Beijing",686.4,39.9075000,116.3972300
1541,"Asia","China","Beijing",686.76,39.9075000,116.3972300
1542,"Asia","China","Beijing",687.12,39.9075000,116.3972300
1543,"Asia","China","Beijing",687.48,39.9075000,116.3972300
1544,"Asia","China","Beijing",687.84,39.9075000,116.3972300
1545,"Asia","China","Beijing",688.2,39.9075000,116.3972300
1546,"Asia","China","Beijing",688.56,39.9075000,116.3972300
1547,"Asia","China","Beijing",688.92,39.9075000,116.3972300
1548,"Asia","China","Beijing",689.28,39.9075000,116.3972300
1549,"Asia","China","Beijing",689.64,39.9075000,116.3972300
1550,"Asia","China","Beijing",690.0,39.9075000,116.3972300
1551,"Asia","China","Beijing",690.64,39.9075000,116.3972300
1552,"Asia","China","Beijing",691.28,39.9075000,116.3972300
1553,"Asia","China","Beijing",691.92,39.9075000,116.3972300
1554,"Asia","China","Beijing",692.56,39.9075000,116.3972300
1555,"Asia","China","Beijing",693.2,39.9075000,116.3972300
1556,"Asia","China","Beijing",693.84,39.9075000,116.3972300
1557,"Asia","China","Beijing",694.48,39.9075000,116.3972300
1558,"Asia","China","Beijing",695.12,39.9075000,116.3972300
1559,"Asia","China","Beijing",695.76,39.9075000,116.3972300
1560,"Asia","China","Beijing",696.4,39.9075000,116.3972300
1561,"Asia","China","Beijing",697.04,39.9075000,116.3972300
1562,"Asia","China","Beijing",697.68,39.9075000,116.3972300
1563,"Asia","China","Beijing",698.32,39.9075000,116.3972300
1564,"Asia","China","Beijing",698.96,39.9075000,116.3972300
1565,"Asia","China","Beijing",699.6,39.9075000,116.3972300
1566,"Asia","China","Beijing",700.24,39.9075000,116.3972300
1567,"Asia","China","Beijing",700.88,39.9075000,116.3972300
1568,"Asia","China","Beijing",701.52,39.9075000,116.3972300
1569,"Asia","China","Beijing",702.16,39.9075000,116.3972300
1570,"Asia","China","Beijing",702.8,39.9075000,116.3972300
1571,"Asia","China","Beijing",703.44,39.9075000,116.3972300
1572,"Asia","China","Beijing",704.08,39.9075000,116.3972300
1573,"Asia","China","Beijing",704.72,39.9075000,116.3972300
1574,"Asia","China","Beijing",705.36,39.9075000,116.3972300
1575,"Asia","China","Beijing",706.0,39.9075000,116.3972300
1576,"Asia","China","Beijing",706.21525,39.9075000,116.3972300
1577,"Asia","China","Beijing",706.4305,39.9075000,116.3972300
1578,"Asia","China","Beijing",706.64575,39.9075000,116.3972300
1579,"Asia","China","Beijing",706.861,39.9075000,116.3972300
1580,"Asia","China","Beijing",706.82,39.9075000,116.3972300
1581,"Asia","China","Beijing",706.779,39.9075000,116.3972300
1582,"Asia","China","Beijing",706.738,39.9075000,116.3972300
1583,"Asia","China","Beijing",706.697,39.9075000,116.3972300
1584,"Asia","China","Beijing",706.656,39.9075000,116.3972300
1585,"Asia","China","Beijing",706.615,39.9075000,116.3972300
1586,"Asia","China","Beijing",706.574,39.9075000,116.3972300
1587,"Asia","China","Beijing",706.533,39.9075000,116.3972300
1588,"Asia","China","Beijing",706.492,39.9075000,116.3972300
1589,"Asia","China","Beijing",706.451,39.9075000,116.3972300
1590,"Asia","China","Beijing",706.41,39.9075000,116.3972300
1591,"Asia","China","Beijing",706.369,39.9075000,116.3972300
1592,"Asia","China","Beijing",706.328,39.9075000,116.3972300
1593,"Asia","China","Beijing",706.287,39.9075000,116.3972300
1594,"Asia","China","Beijing",706.246,39.9075000,116.3972300
1595,"Asia","China","Beijing",706.205,39.9075000,116.3972300
1596,"Asia","China","Beijing",706.164,39.9075000,116.3972300
1597,"Asia","China","Beijing",706.123,39.9075000,116.3972300
1598,"Asia","China","Beijing",706.082,39.9075000,116.3972300
1599,"Asia","China","Beijing",706.041,39.9075000,116.3972300
1600,"Asia","China","Beijing",706.0,39.9075000,116.3972300
1601,"Asia","China","Beijing",701.28,39.9075000,116.3972300
1602,"Asia","China","Beijing",696.56,39.9075000,116.3972300
1603,"Asia","China","Beijing",691.84,39.9075000,116.3972300
1604,"Asia","China","Beijing",687.12,39.9075000,116.3972300
1605,"Asia","China","Beijing",682.4,39.9075000,116.3972300
1606,"Asia","China","Beijing",677.68,39.9075000,116.3972300
1607,"Asia","China","Beijing",672.96,39.9075000,116.3972300
1608,"Asia","China","Beijing",668.24,39.9075000,116.3972300
1609,"Asia","China","Beijing",663.52,39.9075000,116.3972300
1610,"Asia","China","Beijing",658.8,39.9075000,116.3972300
1611,"Asia","China","Beijing",654.08,39.9075000,116.3972300
1612,"Asia","China","Beijing",649.36,39.9075000,116.3972300
1613,"Asia","China","Beijing",644.64,39.9075000,116.3972300
1614,"Asia","China","Beijing",639.92,39.9075000,116.3972300
1615,"Asia","China","Beijing",635.2,39.9075000,116.3972300
1616,"Asia","China","Beijing",630.48,39.9075000,116.3972300
1617,"Asia","China","Beijing",625.76,39.9075000,116.3972300
1618,"Asia","China","Beijing",621.04,39.9075000,116.3972300
1619,"Asia","China","Beijing",616.32,39.9075000,116.3972300
1620,"Asia","China","Beijing",611.6,39.9075000,116.3972300
1621,"Asia","China","Beijing",606.88,39.9075000,116.3972300
1622,"Asia","China","Beijing",602.16,39.9075000,116.3972300
1623,"Asia","China","Beijing",597.44,39.9075000,116.3972300
1624,"Asia","China","Beijing",592.72,39.9075000,116.3972300
1625,"Asia","China","Beijing",588.0,39.9075000,116.3972300
1626,"Asia","China","Beijing",583.28,39.9075000,116.3972300
1627,"Asia","China","Beijing",578.56,39.9075000,116.3972300
1628,"Asia","China","Beijing",573.84,39.9075000,116.3972300
1629,"Asia","China","Beijing",569.12,39.9075000,116.3972300
1630,"Asia","China","Beijing",564.4,39.9075000,116.3972300
1631,"Asia","China","Beijing",559.68,39.9075000,116.3972300
1632,"Asia","China","Beijing",554.96,39.9075000,116.3972300
1633,"Asia","China","Beijing",550.24,39.9075000,116.3972300
1634,"Asia","China","Beijing",545.52,39.9075000,116.3972300
1635,"Asia","China","Beijing",540.8,39.9075000,116.3972300
1636,"Asia","China","Beijing",536.08,39.9075000,116.3972300
1637,"Asia","China","Beijing",531.36,39.9075000,116.3972300
1638,"Asia","China","Beijing",526.64,39.9075000,116.3972300
1639,"Asia","China","Beijing",521.92,39.9075000,116.3972300
1640,"Asia","China","Beijing",517.2,39.9075000,116.3972300
1641,"Asia","China","Beijing",512.48,39.9075000,116.3972300
1642,"Asia","China","Beijing",507.76,39.9075000,116.3972300
1643,"Asia","China","Beijing",503.04,39.9075000,116.3972300
