time,val,id
2014-09-21 19:00:00,0.221000,0
2014-09-23 12:15:00,0.290000,0
2014-09-24 14:00:00,0.141000,0
2014-09-25 07:00:00,0.052000,0
2014-09-27 02:45:00,0.078000,0
2014-09-27 20:45:00,1.118000,0
2014-09-29 17:15:00,0.111000,0
2014-09-30 16:15:00,0.063000,0
2014-09-30 18:15:00,0.097000,0
2014-10-01 01:00:00,0.070000,0
2014-10-01 05:45:00,0.075000,0
2014-10-01 15:30:00,1.045000,0
2014-10-01 18:00:00,1.123000,0
2014-10-02 09:00:00,0.066000,0
2014-10-04 14:15:00,0.336000,0
2014-10-04 19:45:00,0.477000,0
2014-10-04 22:30:00,0.602000,0
2014-10-05 19:30:00,0.179000,0
2014-10-05 22:00:00,0.358000,0
2014-10-06 05:15:00,0.100000,0
2014-10-06 05:30:00,0.084000,0
2014-10-07 06:15:00,0.421000,0
2014-10-08 04:45:00,0.045000,0
2014-10-08 08:00:00,0.043000,0
2014-10-08 14:45:00,0.507000,0
2014-10-08 19:45:00,0.536000,0
2014-10-08 22:45:00,0.290000,0
2014-10-08 23:30:00,0.098000,0
2014-10-09 23:15:00,0.549000,0
2014-10-09 23:45:00,0.875000,0
2014-10-11 05:15:00,0.038000,0
2014-10-11 13:30:00,0.113000,0
2014-10-11 14:00:00,0.022000,0
2014-10-12 08:45:00,0.189000,0
2014-10-12 19:15:00,0.245000,0
2014-10-14 01:45:00,0.159000,0
2014-10-14 09:30:00,0.772000,0
2014-10-14 15:30:00,0.114000,0
2014-10-14 21:45:00,0.340000,0
2014-10-15 05:30:00,0.039000,0
2014-10-15 06:00:00,0.008000,0
2014-10-17 04:30:00,0.033000,0
2014-10-17 12:30:00,0.052000,0
2014-10-19 02:15:00,0.039000,0
2014-10-19 02:45:00,0.005000,0
2014-10-19 06:30:00,0.111000,0
2014-10-19 07:30:00,0.102000,0
2014-10-20 20:00:00,0.444000,0
2014-10-21 03:00:00,0.019000,0
2014-10-21 08:45:00,0.075000,0
2014-10-21 12:00:00,0.121000,0
2014-10-22 09:30:00,0.231000,0
2014-10-22 18:45:00,0.968000,0
2014-10-23 02:00:00,0.044000,0
2014-10-24 04:15:00,0.053000,0
2014-10-24 14:00:00,0.827000,0
2014-10-26 04:45:00,0.062000,0
2014-10-26 14:45:00,0.389000,0
2014-10-26 18:45:00,1.308000,0
2014-10-27 09:00:00,0.197000,0
2014-10-28 03:00:00,0.023000,0
2014-10-28 20:15:00,0.491000,0
2014-10-29 01:00:00,0.103000,0
2014-10-29 06:45:00,0.138000,0
2014-10-29 11:15:00,0.112000,0
2014-10-30 00:15:00,0.036000,0
2014-10-30 09:30:00,0.489000,0
2014-10-30 13:45:00,0.090000,0
2014-10-30 21:45:00,1.021000,0
2014-10-31 02:45:00,0.033000,0
2014-10-31 14:45:00,0.227000,0
2014-11-02 00:45:00,0.087000,0
2014-11-02 10:15:00,0.091000,0
2014-11-02 11:00:00,0.194000,0
2014-11-04 03:30:00,0.091000,0
